  Dx,  Dy,  Dx2,  Dy2,  ALT
   0,   0,   0,   0,  30
   0,   0,   0,   0,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   3,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   3,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,  -2,   2,   2,  30
   0,  -2,   2,   2,  30
   0,  -2,   2,   2,  30
   0,  -2,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
  -2,   2,   2,   2,  30
  -2,   2,   2,   2,  30
  -2,   2,   2,   2,  30
  -2,   2,   2,   2,  30
   0,   1,   2,   2,  30
   0,   1,   2,   2,  30
   0,   1,   2,   2,  30
   0,   1,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   1,  -1,   2,   2,  30
   1,  -1,   2,   2,  30
   1,  -1,   2,   2,  30
   1,  -1,   2,   2,  30
   1,  -2,   2,   2,  30
   1,  -2,   2,   2,  30
   1,  -2,   2,   2,  30
   1,  -2,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
  -1,   2,   2,   2,  30
  -1,   2,   2,   2,  30
  -1,   2,   2,   2,  30
  -1,   2,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,  -1,   1,   2,  30
   0,  -1,   1,   2,  30
   0,  -1,   1,   2,  30
   0,  -1,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
  -1,   0,   1,   2,  30
  -1,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   1,   1,   2,  30
   0,   1,   2,   2,  30
   1,   0,   2,   2,  30
   1,   0,   2,   2,  30
   0,   0,   2,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
  -1,   0,   1,   2,  30
  -1,   0,   1,   2,  30
  -1,   0,   1,   2,  30
  -1,   0,   1,   2,  30
  -1,   0,   1,   2,  30
  -1,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
  -1,   0,   1,   2,  30
  -1,   0,   1,   2,  30
  -4,   2,   1,   2,  30
  -4,   2,   0,   2,  30
  -3,   0,   0,   2,  30
  -3,   0,   0,   2,  30
  -1,   0,   0,   2,  30
  -1,   0,   1,   2,  30
   0,   1,   1,   2,  30
   0,   1,   1,   2,  30
   0,   1,   1,   2,  30
   0,   1,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   3,  -1,   1,   2,  30
   3,  -1,   2,   1,  30
   6,  -8,   2,   1,  30
   6,  -8,   2,   0,  30
  10, -11,   2,   0,  30
  10, -11,   3,   0,  30
   6,  -7,   3,   0,  30
   6,  -7,   2,   1,  30
   0,   0,   2,   1,  30
   0,   0,   1,   2,  30
  -5,   4,   1,   2,  30
  -5,   4,   0,   3,  30
  -6,   6,   0,   3,  30
  -6,   6,   0,   3,  30
  -1,   2,   0,   3,  30
  -1,   2,   0,   3,  30
   0,   0,   0,   3,  30
   0,   0,   1,   3,  30
   3,   0,   1,   3,  30
   3,   0,   1,   3,  30
   3,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   2,   1,   3,  30
   0,   2,   1,   3,  30
   0,   2,   1,   3,  30
   0,   2,   0,   3,  30
   0,   0,   0,   3,  30
   0,   0,   0,   3,  30
   0,   0,   0,   3,  30
   0,   0,   0,   3,  30
   0,   0,   0,   3,  30
   0,   0,   1,   3,  30
   0,  -2,   1,   3,  30
   0,  -2,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   1,   1,   3,  30
   0,   1,   0,   3,  30
   0,   0,   0,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,  -1,   1,   3,  30
   0,  -1,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,  -1,   1,   3,  30
   0,  -1,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   1,   1,   3,  30
   0,   1,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   3,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
  -1,   0,   1,   2,  30
  -1,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   1,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
   0,   0,   0,   1,  30
   0,   0,   0,   1,  30
   0,   0,   0,   2,  30
   0,   0,   0,   2,  30
